,Tracer,Incubation_time_hrs,Niskin #,Cruise,Station,Cast,Date,Time (local),Time (GMT),(N deg),(N minutes),Latitude (N),(W deg),(W minutes),Longitude (W),Sample Type,Target Depth (m),Feature,Cast #,DateCTD,Time,Latitude [N],Longitude [W],CTD_Pressure [db],CTD_Depth [m],Sigma_theta [kg/m3],Salinity [psu],Temperature [C],PAR [uE/m2/s],Oxygen [umol/L],run_date,Row,Identifier 1,44N2O,incubation time (days),45N2Oa,45N2Ob,46N2O,Flag,Notes,N2O_sat,N2O_supersat,d18O_NOx,d15N_NOx,area44_NOx,nmol_NOx,mL_added,uM_NOx,Flag_1,date,error_permil,error_%,sulfamic_treated
1149,NO2-,12.21666667,1,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,1000,Deep oxycline,31,Mar 27 2018,312.917,15.76666,104.9998,1009.581,1001.209,27.3598,34.537,4.6246,0.019309,6.753,190329,7,Ward_1149,81.32431154,0.509027778,0.415665768,0.500075251,0.41473333,4,Needle clogged,12.95446955,68.36984199,4.772775409,733.715787,9.216,37.48768562,0.807350947,46.43294935,2,200910,26.89136603,3.66509301,
1150,NO2-,12.21666667,1,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,1000,Deep oxycline,31,Mar 27 2018,312.917,15.76666,104.9998,1009.581,1001.209,27.3598,34.537,4.6246,0.019309,6.753,190329,8,Ward_1150,91.99546258,0.509027778,0.31249885,0.301833768,0.176076142,,,12.95446955,79.04099303,4.581860588,764.6679724,9.672,39.46231709,0.807350947,48.87876487,2,200910,28.01985169,3.664316109,
1151,NO2-,24.08333333,1,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,1000,Deep oxycline,31,Mar 27 2018,312.917,15.76666,104.9998,1009.581,1001.209,27.3598,34.537,4.6246,0.019309,6.753,190318,5,Ward_1151,75.93968408,1.003472222,0.316626539,0.303511545,0.176040398,4,Prepped on 3/4/19 - run was delayed due to instrument sensitivity issues,12.95446955,62.98521452,4.883266909,732.9942253,9.301,37.85576385,0.807350947,46.88885794,2,200910,26.8637188,3.664929119,
1152,NO2-,24.08333333,1,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,1000,Deep oxycline,31,Mar 27 2018,312.917,15.76666,104.9998,1009.581,1001.209,27.3598,34.537,4.6246,0.019309,6.753,190318,8,Ward_1152,79.71366497,1.003472222,0.314953919,0.302614066,0.175963,4,Prepped on 3/4/19 - run was delayed due to instrument sensitivity issues,12.95446955,66.75919542,5.345519872,744.1018893,9.658,39.40169244,0.807350947,48.80367404,2,200910,27.26659469,3.66436305,
1153,NO2-,24.08333333,1,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,1000,Deep oxycline,31,Mar 27 2018,312.917,15.76666,104.9998,1009.581,1001.209,27.3598,34.537,4.6246,0.019309,6.753,190321,4,Ward_1153,94.06916943,1.003472222,0.315724194,0.302707447,0.176144945,,,12.95446955,81.11469988,5.399135419,781.9156776,9.7,39.58356639,0.807350947,49.02894652,2,200910,28.65142656,3.664260403,
1154,NO3-,0.283333333,1,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,1000,Deep oxycline,31,Mar 27 2018,312.917,15.76666,104.9998,1009.581,1001.209,27.3598,34.537,4.6246,0.019309,6.753,190328,3,Ward_1154,94.93179363,0.011805556,0.318559921,0.309896822,0.181367951,,,12.95446955,81.97732408,13.30621121,86.07319231,1.273,2.521978577,1.75,1.441130616,2,200927,,,0
1155,NO3-,0.283333333,1,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,1000,Deep oxycline,31,Mar 27 2018,312.917,15.76666,104.9998,1009.581,1001.209,27.3598,34.537,4.6246,0.019309,6.753,190328,4,Ward_1155,93.82023228,0.011805556,0.318456019,0.309817364,0.181374103,,,12.95446955,80.86576273,13.95546883,83.12988303,1.369,2.740248585,2,1.370124293,2,200927,,,0
1156,NO3-,0.283333333,1,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,1000,Deep oxycline,31,Mar 27 2018,312.917,15.76666,104.9998,1009.581,1001.209,27.3598,34.537,4.6246,0.019309,6.753,190328,5,Ward_1156,91.97730573,0.011805556,0.318415931,0.309974965,0.181330916,,,12.95446955,79.02283618,14.20325715,33.63357603,1.259,2.490147534,1.75,1.422941448,2,200927,,,0
1157,NO3-,12.01666667,1,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,1000,Deep oxycline,31,Mar 27 2018,312.917,15.76666,104.9998,1009.581,1001.209,27.3598,34.537,4.6246,0.019309,6.753,190328,6,Ward_1157,85.65061154,0.500694444,0.333800099,0.326761531,0.181901372,,,12.95446955,72.69614199,12.56477827,886.4627627,1.61,3.288197251,2,1.644098626,2,200927,,,0
1158,NO3-,12.01666667,1,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,1000,Deep oxycline,31,Mar 27 2018,312.917,15.76666,104.9998,1009.581,1001.209,27.3598,34.537,4.6246,0.019309,6.753,190328,7,Ward_1158,57.39107344,0.500694444,0.319826924,0.313022799,0.181836795,4,Needle Clog,12.95446955,44.43660389,13.89738678,45.51532081,1.61,3.288197251,2,1.644098626,2,200927,,,0
1159,NO3-,12.01666667,1,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,1000,Deep oxycline,31,Mar 27 2018,312.917,15.76666,104.9998,1009.581,1001.209,27.3598,34.537,4.6246,0.019309,6.753,190328,8,Ward_1159,92.72620189,0.500694444,0.318531722,0.309841438,0.181372311,,,12.95446955,79.77173234,12.63395879,32.25810607,1.191,2.335539612,1.5,1.557026408,2,200927,,,0
1160,NO3-,23.86666667,1,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,1000,Deep oxycline,31,Mar 27 2018,312.917,15.76666,104.9998,1009.581,1001.209,27.3598,34.537,4.6246,0.019309,6.753,190318,6,Ward_1160,79.04153694,0.994444444,0.319332021,0.309135085,0.181165314,4,Prepped on 3/4/19 - run was delayed due to instrument sensitivity issues,12.95446955,66.08706739,12.36158931,114.0511257,1.211,2.38101253,2,1.190506265,2,200927,,,0
1161,NO3-,23.86666667,1,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,1000,Deep oxycline,31,Mar 27 2018,312.917,15.76666,104.9998,1009.581,1001.209,27.3598,34.537,4.6246,0.019309,6.753,190318,9,Ward_1161,80.66957885,0.994444444,0.320379745,0.309825084,0.181283795,4,Prepped on 3/4/19 - run was delayed due to instrument sensitivity issues,12.95446955,67.71510929,12.43440493,218.3724459,1.175,2.299161277,1.5,1.532774185,2,200927,,,0
1162,NO3-,23.86666667,1,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,1000,Deep oxycline,31,Mar 27 2018,312.917,15.76666,104.9998,1009.581,1001.209,27.3598,34.537,4.6246,0.019309,6.753,190321,5,Ward_1162,86.49504684,0.994444444,0.319964464,0.309353938,0.181296081,,,12.95446955,73.54057728,13.00860121,77.16940042,1.422,2.860751819,2,1.430375909,2,200927,,,0
1163,NH4+,0.366666667,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,190206,3,Ward_1163,93.50951013,0.015277778,0.302043306,0.292633339,0.173069831,,,12.45953515,81.04997498,4.853801002,7.448560672,8.237,31.72190605,0.782291191,40.54999779,2,200616,0.574044799,7.706788248,
1164,NH4+,0.366666667,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,190206,4,Ward_1164,94.5040758,0.015277778,0.301961347,0.292884431,0.173054448,,,12.45953515,82.04454065,5.201979441,7.199797699,8.401,32.44839573,0.782291191,41.47866692,2,200616,0.544657892,7.564905496,
1165,NH4+,0.366666667,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,190206,5,Ward_1165,89.90941899,0.015277778,0.301873979,0.293027532,0.173072721,,,12.45953515,77.44988384,3.31421761,6.715371705,7.559,28.7184914,0.782291191,36.71074371,2,200616,0.611030981,9.098989716,
1166,NH4+,12.11666667,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,190206,6,Ward_1166,91.32314904,0.504861111,0.301827301,0.293268678,0.173031952,,,12.45953515,78.8636139,2.987993012,1.328230732,7.021,26.33525087,0.782291191,33.66425595,4,200616,0.383535471,28.87566608,
1167,NH4+,12.11666667,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,190206,7,Ward_1167,86.34513462,0.504861111,0.301955226,0.293350018,0.172988285,,,12.45953515,73.88559947,5.101387454,7.753121019,8.405,32.46611499,0.782291191,41.50131739,2,200616,0.581198424,7.49631564,
1168,NH4+,12.11666667,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,190206,8,Ward_1168,82.63739423,0.504861111,0.301658745,0.293422879,0.173029992,,,12.45953515,70.17785908,19.93452106,48.45658379,0.63,-1.975697542,0.782291191,-2.525527023,4,200616,318.1836366,656.636543,
1169,NH4+,23.98333333,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,210127,5,Ward_1169,60.42303282,0.999305556,0.30156797,0.293691643,0.172719896,,,12.45953515,47.96349767,6.319045173,10.08334313,5.24,32.96917756,0.782291191,42.14438045,2,210426,0.277505587,2.752118848,
1170,NH4+,23.98333333,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,210127,6,Ward_1170,61.15094252,0.999305556,0.301241976,0.293524765,0.172672565,,,12.45953515,48.69140737,6.761177385,11.83531688,5.304,33.38650893,0.782291191,42.67785362,2,210426,0.280723267,2.371911707,
1171,NH4+,23.98333333,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,210127,7,Ward_1171,62.44333172,0.999305556,0.301411113,0.293744232,0.172720782,,,12.45953515,49.98379658,6.338423152,10.17649546,5.241,32.97569837,0.782291191,42.15271597,2,210426,0.278184507,2.733598302,
1172,NO2-,0.27,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,,,,,,,,,4,"Misaligned 4-port - sample failed to load, then re-run",12.45953515,,7.81871813,924.567857,8.407,33.98444689,0.782291191,43.44219556,2,200910,33.9022671,3.666823029,
1173,NO2-,0.27,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,190213,4,Ward_1173,89.50526129,0.01125,0.288443772,0.268507639,0.165598337,,,12.45953515,77.04572614,7.30284962,809.6352552,8.951,36.34014759,0.782291191,46.45347925,2,200910,29.67708393,3.665488099,
1174,NO2-,0.27,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,190213,5,Ward_1174,79.90994423,0.01125,0.28285477,0.273667213,0.160988145,,,12.45953515,67.45040908,6.692429367,829.1343043,8.455,34.19230283,0.782291191,43.70789707,2,200910,30.40460253,3.667029862,
1175,NO2-,12.11666667,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,190213,6,Ward_1175,75.23691639,0.504861111,0.292470262,0.274097655,0.164239417,4,System clog,12.45953515,62.77738125,6.801471798,782.7882084,8.44,34.12734785,0.782291191,43.62486535,2,200910,28.70735727,3.667321117,
1176,NO2-,12.11666667,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,190213,7,Ward_1176,86.761125,0.504861111,0.294049302,0.272843023,0.16532082,,,12.45953515,74.30158985,6.523612846,859.1067976,8.465,34.23560616,0.782291191,43.76325154,2,200910,31.5022227,3.666857576,
1177,NO2-,12.11666667,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,190213,8,Ward_1177,80.0793,0.504861111,0.297082691,0.27388617,0.166501894,,,12.45953515,67.61976485,6.853276009,812.364861,8.707,35.28354654,0.782291191,45.10282995,2,200910,29.782685,3.666171006,
1178,NO2-,23.88333333,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,210127,8,Ward_1178,62.70485048,0.995138889,0.289123482,0.274759392,0.16296964,,,12.45953515,50.24531533,4.619035317,944.6853422,5.088,34.94072202,0.782291191,44.6645986,2,210412,7.902677609,0.836540725,
1179,NO2-,23.88333333,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,210127,9,Ward_1179,61.92497102,0.995138889,0.294798279,0.273844873,0.166045514,,,12.45953515,49.46543587,-12.08460384,3359.122187,22.947,157.5834804,0.782291191,201.4383931,2,210412,27.64207963,0.822895926,
1180,NO2-,23.88333333,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,210127,10,Ward_1180,60.38073116,0.995138889,0.294261174,0.274611059,0.165281179,,,12.45953515,47.92119601,-0.673852604,1767.974695,7.092,48.70275168,0.782291191,62.25655135,2,210412,14.55808564,0.823432919,
1181,NO3-,0.266666667,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,190215,3,Ward_1181,82.10747032,0.011111111,0.410845399,0.398346235,0.234969016,,,12.45953515,69.64793518,12.55043999,833.2999007,1.423,2.957383548,2,1.478691774,2,200927,,,0
1182,NO3-,0.266666667,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,190215,4,Ward_1182,84.8331,0.011111111,0.410608593,0.398330855,0.234926923,,,12.45953515,72.37356485,14.27889623,40.38632264,1.081,2.194747275,1.5,1.46316485,2,200927,,,0
1183,NO3-,0.266666667,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,190215,5,Ward_1183,80.89258471,0.011111111,0.4112253,0.398671543,0.235023373,,,12.45953515,68.43304957,13.26668208,35.70083085,1.319,2.725470763,2,1.362735382,2,200927,,,0
1184,NO3-,12.01666667,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,190215,6,Ward_1184,382.7930847,0.500694444,2.156996601,0.814662778,0.285408624,4,Needle clog,12.45953515,370.3335496,9.397320895,1538.647236,1.311,2.707631318,1.5,1.805087545,2,200927,,,0
1185,NO3-,12.01666667,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,190215,7,Ward_1185,85.69040192,0.500694444,0.411084338,0.398851825,0.235033403,,,12.45953515,73.23086678,14.05704402,55.88039832,1.545,3.229435084,2,1.614717542,2,200927,,,0
1186,NO3-,12.01666667,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,190218,3,Ward_1186,89.01203503,0.500694444,0.41391303,0.397121383,0.235448123,,,12.45953515,76.55249989,15.46761326,44.31940632,1.64,3.441278494,2,1.720639247,2,200927,,,0
1187,NO3-,23.83333333,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,210126,6,Ward_1187,58.93571683,0.993055556,0.410774047,0.400135536,0.234849152,,,12.45953515,46.47618168,,,,,,,,,,,
1188,NO3-,23.83333333,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,210126,7,Ward_1188,59.1781555,0.993055556,0.410217535,0.39910581,0.234850764,,,12.45953515,46.71862035,,,,,,,,,,,
1189,NO3-,23.83333333,2,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,800,Base of ODZ,31,Mar 27 2018,683.458,15.76666,104.99978,807.189,800.883,27.242,34.5433,5.6681,0.018877,-1.003,210126,8,Ward_1189,59.28077931,0.993055556,0.409709656,0.398719012,0.234685807,,,12.45953515,46.82124417,,,,,,,,,,,
1190,NH4+,0.4,4,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,600,Deep ODZ core,31,Mar 27 2018,48.458,15.76668,104.9998,605.204,600.767,27.0395,34.5554,7.2678,0.019829,-0.115,191122,12,Ward_1190,27.58820368,0.016666667,0.099921159,0.096406009,0.057516764,,,11.75077647,15.83742721,9.818368633,12.89991005,8.681,33.68874396,0.903337943,37.29362218,2,200616,0.906783226,7.029376348,
1191,NH4+,0.4,4,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,600,Deep ODZ core,31,Mar 27 2018,48.458,15.76668,104.9998,605.204,600.767,27.0395,34.5554,7.2678,0.019829,-0.115,191122,13,Ward_1191,27.35311071,0.016666667,0.099924428,0.09641176,0.057511781,,,11.75077647,15.60233424,8.393410228,11.87022453,4.855,16.74027133,0.903337943,18.5315711,4,200616,3.925698375,33.0718123,
1192,NH4+,0.4,4,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,600,Deep ODZ core,31,Mar 27 2018,48.458,15.76668,104.9998,605.204,600.767,27.0395,34.5554,7.2678,0.019829,-0.115,191122,14,Ward_1192,25.44687495,0.016666667,0.099930426,0.096406659,0.057462227,,,11.75077647,13.69609848,9.406939315,13.24222242,8.639,33.50269173,0.903337943,37.08766135,2,200616,0.931827633,7.036791888,
1193,NH4+,12.08333333,4,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,600,Deep ODZ core,31,Mar 27 2018,48.458,15.76668,104.9998,605.204,600.767,27.0395,34.5554,7.2678,0.019829,-0.115,191122,15,Ward_1193,27.85728599,0.503472222,0.09998314,0.096408519,0.057508713,,,11.75077647,16.10650952,9.232342245,12.68732856,8.694,33.74633156,0.903337943,37.35737196,2,200616,0.891955675,7.030287512,
1194,NH4+,12.08333333,4,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,600,Deep ODZ core,31,Mar 27 2018,48.458,15.76668,104.9998,605.204,600.767,27.0395,34.5554,7.2678,0.019829,-0.115,191122,16,Ward_1194,17.71952932,0.503472222,0.099651109,0.096701656,0.057055103,,,11.75077647,5.968752856,10.55817878,12.96187612,8.515,32.95339465,0.903337943,36.47958651,2,200616,0.920486623,7.101492211,
1195,NH4+,12.08333333,4,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,600,Deep ODZ core,31,Mar 27 2018,48.458,15.76668,104.9998,605.204,600.767,27.0395,34.5554,7.2678,0.019829,-0.115,191122,17,Ward_1195,26.41671634,0.503472222,0.10000434,0.096441004,0.057460432,,,11.75077647,14.66593987,9.618654774,12.28452991,8.42,32.53256222,0.903337943,36.01372272,2,200616,0.881721937,7.177498394,
1196,NH4+,23.96666667,4,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,600,Deep ODZ core,31,Mar 27 2018,48.458,15.76668,104.9998,605.204,600.767,27.0395,34.5554,7.2678,0.019829,-0.115,191122,18,Ward_1196,28.06151375,0.998611111,0.099996953,0.096467508,0.057516124,,,11.75077647,16.31073729,7.831600779,7.794987787,7.52,28.54572861,0.903337943,31.60027631,2,200616,0.690016464,8.852053178,
1197,NH4+,23.96666667,4,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,600,Deep ODZ core,31,Mar 27 2018,48.458,15.76668,104.9998,605.204,600.767,27.0395,34.5554,7.2678,0.019829,-0.115,191122,19,Ward_1197,28.22833634,0.998611111,0.099999794,0.09651422,0.057512906,,,11.75077647,16.47755987,9.715290831,14.04428602,8.623,33.43181469,0.903337943,37.00920008,2,200616,0.986097355,7.021342012,
1198,NH4+,23.96666667,4,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,600,Deep ODZ core,31,Mar 27 2018,48.458,15.76668,104.9998,605.204,600.767,27.0395,34.5554,7.2678,0.019829,-0.115,191122,20,Ward_1198,28.69585669,0.998611111,0.099991559,0.096440834,0.057542844,,,11.75077647,16.94508022,9.572377126,12.39078662,8.501,32.89137724,0.903337943,36.4109329,2,200616,0.883368567,7.129237188,
1199,NO2-,0.011805556,4,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,600,Deep ODZ core,31,Mar 27 2018,48.458,15.76668,104.9998,605.204,600.767,27.0395,34.5554,7.2678,0.019829,-0.115,191127,3,Ward_1199,24.89449482,0.000491898,0.107522881,0.096783047,0.054362461,,,11.75077647,13.14371835,11.32365341,972.7272887,8.247,33.29159374,0.903337943,36.85397473,2,200910,35.67284271,3.667301527,
1200,NO2-,0.011805556,4,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,600,Deep ODZ core,31,Mar 27 2018,48.458,15.76668,104.9998,605.204,600.767,27.0395,34.5554,7.2678,0.019829,-0.115,191127,4,Ward_1200,24.58948039,0.000491898,0.109717975,0.099104939,0.054540017,,,11.75077647,12.83870392,11.98805148,954.7242604,8.323,33.62069899,0.903337943,37.21829602,2,200910,35.01017781,3.667046001,
1201,NO2-,0.011805556,4,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,600,Deep ODZ core,31,Mar 27 2018,48.458,15.76668,104.9998,605.204,600.767,27.0395,34.5554,7.2678,0.019829,-0.115,191127,5,Ward_1201,24.81467796,0.000491898,0.106770712,0.096957973,0.054498791,,,11.75077647,13.06390149,11.0983232,976.1817368,8.318,33.59904733,0.903337943,37.19432752,2,200910,35.7964171,3.666982873,
1202,NO2-,12.03333333,4,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,600,Deep ODZ core,31,Mar 27 2018,48.458,15.76668,104.9998,605.204,600.767,27.0395,34.5554,7.2678,0.019829,-0.115,191127,6,Ward_1202,23.71434555,0.501388889,0.108372153,0.098727073,0.059544566,,,11.75077647,11.96356908,10.86502312,1000.655038,7.933,31.93186944,0.78,40.93829415,2,200910,36.71221631,3.668818415,
1203,NO2-,12.03333333,4,SR1805,PS2,31,3/27/18,600,1200,15,45.99,15.7665,104,59.98,104.9996667,Hybrid_Incubation,600,Deep ODZ core,31,Mar 27 2018,48.458,15.76668,104.9998,605.204,600.767,27.0395,34.5554,7.2678,0.019829,-0.115,191127,7,Ward_1203,19.23815463,0.501388889,0.103565827,0.095798883,0.057618415,4,System clog,11.75077647,7.487378163,11.92936419,1024.303853,7.132,28.46327337,0.78,36.49137612,2,200910,37.65751595,3.676400887,
